year,cohort,collector,nest,clutch,female.code,male.code,eggs,hatched,unhatched,hatching.success,dead.chicks,fledged,annual.recruits,laying.date,hatch.date,female.cohort,female.dob,male.dob,female.age,male.age,rel.laying.date,first.female.lay.date,female.reprod.age,lifetime.recruits,last.date.seen,last.date.bred,dead.or.alive,female.lifespan
2010,J10/11,walker,B23/5,1,11,103,5,5,0,1,5,0,0,31/10/10,18/11/10,J05/06,1/12/05,NA,1813,NA,9,4/11/08,726,1,15/09/10,31/10/10,dead,1795
2010,J10/11,walker,WV4,1,17,130,4,3,1,0.75,0,3,2,30/10/10,16/11/10,J06/07,1/12/06,23/12/07,1446,1042,8,6/12/07,1059,2,15/09/11,6/01/11,dead,1749
2010,J10/11,walker,WV3,2,17,130,4,4,0,1,1,3,2,6/01/11,22/01/11,J06/07,1/12/06,23/12/07,1513,1110,76,6/12/07,1127,2,15/09/11,6/01/11,dead,1749
2010,J10/11,walker,B22/36,1,18,123,4,4,0,1,0,4,0,3/11/10,21/11/10,J07/08,10/12/07,1/12/04,1086,2163,12,3/11/10,0,1,15/09/09,5/01/11,dead,1122
2010,J10/11,walker,B22/36,2,18,123,4,4,0,1,4,0,0,5/01/11,22/01/11,J07/08,10/12/07,1/12/04,1148,2226,75,3/11/10,63,1,15/09/09,5/01/11,dead,1122
2010,J10/11,walker,B4/1,1,20,103,5,5,0,1,1,4,0,29/10/10,18/11/10,J07/08,14/12/07,NA,1083,NA,7,29/10/10,0,3,15/02/17,28/11/16,dead,3351
2010,J10/11,walker,B4/1,2,20,103,3,2,1,0.666666667,2,0,0,29/12/10,14/01/11,J07/08,14/12/07,NA,1140,NA,68,29/10/10,61,3,15/02/17,28/11/16,dead,3351
2010,J10/11,walker,B22/13a,1,21,132,4,4,0,1,1,3,0,31/10/10,17/11/10,J07/08,14/12/07,1/01/07,1082,1399,9,23/11/08,707,0,15/09/13,22/10/13,dead,2139
2010,J10/11,walker,CH2,1,22,148,5,5,0,1,2,3,0,31/10/10,19/11/10,J07/08,20/12/07,1/02/10,1084,272,9,18/11/08,712,0,15/02/16,31/01/16,dead,2979
2010,J10/11,walker,CH2,2,22,148,3,2,1,0.666666667,2,0,0,9/01/11,26/01/11,J07/08,20/12/07,1/02/10,1152,342,79,18/11/08,782,0,15/02/16,31/01/16,dead,2979
2010,J10/11,walker,B22/19,1,23,149,5,3,2,0.6,0,3,0,3/11/10,22/11/10,J07/08,17/12/07,20/12/08,1052,683,12,NA,NA,1,15/02/09,22/10/13,dead,2136
2010,J10/11,walker,B21/4,1,24,135,4,2,2,0.5,0,2,0,24/10/10,12/11/10,J07/08,19/12/07,3/02/08,1077,994,2,27/11/08,696,0,15/02/16,29/01/16,dead,2980
2010,J10/11,walker,B21/6,2,24,135,4,4,0,1,3,1,0,14/12/10,31/12/10,J07/08,19/12/07,3/02/08,1126,1045,53,27/11/08,747,0,15/02/16,29/01/16,dead,2980
2010,J10/11,walker,B21/4,1,24,135,3,3,0,1,3,0,0,7/01/11,24/01/11,J07/08,19/12/07,3/02/08,1115,1069,77,NA,NA,0,15/02/16,29/01/16,dead,2980
2010,J10/11,walker,FB/1,1,25,150,5,5,0,1,1,4,0,3/11/10,21/11/10,J07/08,27/12/07,14/01/10,1086,293,12,21/11/08,712,0,15/09/10,2/01/11,dead,1102
2010,J10/11,walker,FB/2,2,25,150,3,3,0,1,3,0,0,2/01/11,18/01/11,J07/08,27/12/07,14/01/10,1144,353,72,21/11/08,772,0,15/09/10,2/01/11,dead,1102
2010,J10/11,walker,B2/11,1,26,136,5,5,0,1,1,4,0,1/11/10,19/11/10,J07/08,30/12/07,1/01/07,1084,1400,10,18/11/08,713,0,15/09/12,8/11/12,dead,1775
2010,J10/11,walker,B2/11,2,26,136,4,3,1,0.75,3,0,0,29/12/10,15/01/11,J07/08,30/12/07,1/01/07,1141,1458,68,18/11/08,771,0,15/09/12,8/11/12,dead,1775
2010,J10/11,walker,B22/30,1,27,151,4,0,4,0,0,0,0,6/11/10,NA,J07/08,7/01/08,1/12/04,1034,2166,NA,#NAME?,NA,0,15/02/08,6/11/10,dead,1034
2010,J10/11,walker,B23/2,R1,27,103,5,4,1,0.8,4,0,0,NA,15/12/10,J07/08,7/01/08,NA,1079,NA,NA,#NAME?,NA,0,15/02/08,6/11/10,dead,1034
2010,J10/11,walker,B1/26,1,28,103,4,0,4,0,0,0,1,29/10/10,NA,J08/09,14/12/08,NA,684,NA,7,NA,NA,2,15/02/10,1/11/12,dead,1418
2010,J10/11,walker,B1/8b,1,28,103,4,2,2,0.5,0,2,1,NA,20/11/10,J08/09,14/12/08,NA,NA,NA,NA,NA,NA,2,15/02/10,1/11/12,dead,1418
2010,J10/11,walker,SDB/1,1,29,103,4,4,0,1,0,4,0,28/10/10,15/11/10,J08/09,14/12/08,NA,714,NA,6,28/10/10,0,2,15/09/11,24/12/11,dead,1105
2010,J10/11,walker,SDB/1b,2,29,103,5,5,0,1,5,0,0,29/12/10,15/01/11,J08/09,14/12/08,NA,775,NA,68,28/10/10,62,2,15/09/11,24/12/11,dead,1105
2010,J10/11,walker,B1/16b,1,31,152,5,4,1,0.8,0,4,0,1/11/10,19/11/10,J08/09,14/12/08,16/01/10,718,289,10,25/11/09,341,2,15/09/11,6/11/11,dead,1057
2010,J10/11,walker,B1/16b,2,31,152,2,1,1,0.5,1,0,0,3/01/11,18/01/11,J08/09,14/12/08,16/01/10,778,352,73,25/11/09,404,2,15/09/11,6/11/11,dead,1057
2010,J10/11,walker,B1/26,2,42,103,4,3,1,0.75,1,2,0,29/12/10,15/01/11,J08/09,16/12/08,NA,775,NA,68,29/12/10,0,0,15/09/11,27/11/14,dead,2172
2010,J10/11,walker,WR4,1,32,141,4,4,0,1,1,3,1,29/10/10,15/11/10,J08/09,19/12/08,1/12/01,714,3254,7,26/11/09,337,2,15/02/13,12/12/12,dead,1519
2010,J10/11,walker,WR5,2,32,103,4,3,1,0.75,3,0,1,30/12/10,15/01/11,J08/09,19/12/08,NA,775,NA,69,26/11/09,399,2,15/02/13,12/12/12,dead,1519
2010,J10/11,walker,B21/8,1,33,137,5,5,0,1,5,0,0,30/10/10,18/11/10,J08/09,20/12/08,16/12/07,679,1049,8,26/11/09,338,0,15/09/10,9/12/10,dead,719
2010,J10/11,walker,LA/SB4B,R1,33,103,4,2,2,0.5,2,0,0,8/11/10,NA,J08/09,20/12/08,NA,688,NA,NA,26/11/09,NA,0,15/09/10,9/12/10,dead,719
2010,J10/11,walker,B21/7,R1,33,137,4,3,1,0.75,3,0,0,9/12/10,26/12/10,J08/09,20/12/08,16/12/07,719,1089,48,26/11/09,378,0,15/09/10,9/12/10,dead,719
2010,J10/11,walker,LA/SB5B,1,33,153,4,2,2,0.5,2,0,0,NA,25/11/10,J08/09,20/12/08,26/12/07,705,NA,NA,26/11/09,NA,0,15/09/10,9/12/10,dead,719
2010,J10/11,walker,B1/3,1,35,143,5,5,0,1,1,3,0,28/10/10,15/11/10,J08/09,23/12/08,2/02/09,714,633,6,11/11/09,351,0,15/09/11,5/12/11,dead,1077
2010,J10/11,walker,B1/2,2,35,143,3,1,2,0.333333333,1,0,0,31/12/10,15/01/11,J08/09,23/12/08,2/02/09,775,697,70,11/11/09,415,0,15/09/11,5/12/11,dead,1077
2010,J10/11,walker,B1/18,1,36,154,5,2,3,0.4,1,0,0,30/10/10,18/11/10,J08/09,24/12/08,1/12/02,717,2890,8,20/11/09,344,0,15/09/10,30/10/10,dead,675
2010,J10/11,walker,B2/9,1,43,125,4,0,4,0,0,0,0,2/11/10,NA,J08/09,1/01/09,1/12/06,670,1432,11,2/11/10,0,0,15/09/10,2/11/10,dead,670
2010,J10/11,walker,B3/3,1,38,144,4,3,1,0.75,1,2,1,28/10/10,14/11/10,J08/09,6/01/09,21/12/08,682,676,6,1/01/10,300,1,15/09/09,28/10/10,dead,660
2010,J10/11,walker,WR2,1,39,155,4,4,0,1,1,3,2,3/11/10,20/11/10,J08/09,4/02/09,1/12/05,657,1798,12,7/12/09,331,4,15/09/11,20/12/12,dead,1415
2010,J10/11,walker,WR2,2,39,155,4,3,1,0.75,0,3,2,3/01/11,21/01/11,J08/09,4/02/09,1/12/05,719,1859,73,7/12/09,392,4,15/09/11,20/12/12,dead,1415
2010,J10/11,walker,SDB/5,1,40,128,5,2,3,0.4,2,0,0,1/11/10,20/11/10,J08/09,9/02/09,30/12/08,657,671,10,1/11/10,0,0,15/09/10,17/12/10,dead,676
2010,J10/11,walker,SDB/4,R1,40,128,4,2,2,0.5,2,0,0,17/12/10,3/01/11,J08/09,9/02/09,30/12/08,701,717,56,1/11/10,46,0,15/09/10,17/12/10,dead,676
2010,J10/11,walker,B4/3,1,44,156,4,3,1,0.75,0,3,1,1/11/10,18/11/10,J08/09,9/02/09,1/12/06,655,1431,10,21/01/00,3937,2,15/09/13,15/09/13,dead,1679
2010,J10/11,walker,B4/3,2,44,156,4,4,0,1,4,0,1,6/01/11,23/01/11,J08/09,9/02/09,1/12/06,721,1497,76,21/01/00,4003,2,15/09/13,15/09/13,dead,1679
2010,J10/11,walker,WRK21,1,45,141,4,3,1,0.75,1,1,0,NA,28/11/10,J09/10,19/01/10,1/12/01,331,NA,NA,NA,NA,0,15/09/10,,dead,239
2010,J10/11,walker,AB/2,1,46,157,3,2,1,0.666666667,2,0,0,11/11/10,29/11/10,J09/10,19/01/10,17/12/08,332,694,20,11/11/10,0,2,15/09/13,8/10/13,dead,1358
2010,J10/11,walker,B2/15,1,47,158,5,3,2,0.6,3,0,0,9/11/10,27/11/10,J09/10,15/01/10,31/12/09,330,313,18,9/11/10,0,0,15/02/11,26/12/10,dead,396
2010,J10/11,walker,B2/15,R1,47,137,3,3,0,1,3,0,0,26/12/10,13/01/11,J09/10,15/01/10,16/12/07,377,1106,65,9/11/10,47,0,15/02/11,26/12/10,dead,396
2010,J10/11,walker,SDB/3,1,48,129,4,3,1,0.75,1,2,0,11/11/10,28/11/10,J09/10,26/12/09,10/12/08,362,701,20,11/11/10,0,0,15/09/12,30/10/12,dead,1039
2010,J10/11,walker,B1/15,1,49,111,5,4,1,0.8,0,4,0,30/10/10,18/11/10,J09/10,31/12/09,1/12/03,352,2525,8,30/10/10,0,0,15/09/13,30/10/10,dead,1354
2010,J10/11,walker,B1/27,1,50,159,5,4,1,0.8,1,3,0,5/11/10,23/11/10,J09/10,1/01/10,1/12/05,326,1800,14,5/11/10,0,0,15/09/10,5/11/10,dead,308
2010,J10/11,walker,B1/10,1,51,160,4,4,0,1,2,2,0,8/11/10,26/11/10,J09/10,9/01/10,2/02/09,329,644,17,8/11/10,0,0,15/09/11,23/12/11,dead,713
2011,J11/12,goh,B2/13,1,41,145,4,3,1,0.75,0,3,0,26/11/11,15/12/11,J09/10,NA,1/02/05,NA,2489,60,31/10/10,391,1,15/09/11,15/11/12,dead,NA
2011,J11/12,goh,B22/28,1,1,114,5,2,3,0.4,0,2,0,7/11/11,26/11/11,J05/06,1/12/05,1/12/04,2186,2532,41,26/10/07,1473,2,15/02/15,10/12/15,dead,3661
2011,J11/12,goh,B22/27,2,1,114,4,4,0,1,4,0,0,31/12/11,18/01/12,J05/06,1/12/05,1/12/04,2239,2586,95,26/10/07,1527,2,15/02/15,10/12/15,dead,3661
2011,J11/12,goh,B1/24,1,6,103,5,3,2,0.6,1,2,0,6/11/11,26/11/11,J05/06,1/12/05,NA,2186,NA,40,30/10/07,1468,1,15/02/13,5/01/13,dead,2633
2011,J11/12,goh,B1/1,2,6,103,2,0,2,0,0,0,0,5/01/12,NA,J05/06,1/12/05,NA,2226,NA,100,30/10/07,1528,1,15/02/13,5/01/13,dead,2633
2011,J11/12,goh,B22/24,1,16,147,4,1,3,0.25,NA,0,0,NA,12/10/11,J05/06,1/12/05,24/12/09,2141,NA,NA,22/10/07,NA,4,15/09/12,21/12/10,dead,2480
2011,J11/12,goh,DB/4,1,20,161,4,3,1,0.75,0,3,1,12/11/11,29/11/11,J07/08,14/12/07,17/12/07,1459,1426,46,29/10/10,379,3,15/02/17,28/11/16,dead,3351
2011,J11/12,goh,B22/13b,1,21,162,2,1,1,0.5,0,1,0,10/11/11,27/11/11,J07/08,14/12/07,9/12/10,1457,336,44,23/11/08,1082,0,15/09/13,22/10/13,dead,2139
2011,J11/12,goh,CH2,1,22,103,5,5,0,1,1,4,0,5/11/11,24/11/11,J07/08,20/12/07,NA,1454,NA,39,18/11/08,1082,0,15/02/16,31/01/16,dead,2979
2011,J11/12,goh,B22/30,1,23,151,4,2,2,0.5,1,1,0,25/11/11,13/12/11,J07/08,17/12/07,1/12/04,1439,2550,59,NA,NA,1,15/02/09,22/10/13,dead,2136
2011,J11/12,goh,B5/4,1,24,163,4,3,1,0.75,3,0,0,9/11/11,27/11/11,J07/08,19/12/07,17/01/10,1457,661,43,27/11/08,1077,0,15/02/16,29/01/16,dead,2980
2011,J11/12,goh,B21/11,1,26,164,5,4,1,0.8,4,0,0,16/11/11,4/12/11,J07/08,30/12/07,8/01/10,1464,677,#REF!,18/11/08,1093,0,15/09/12,8/11/12,dead,1775
2011,J11/12,goh,B1/26,1,28,103,4,3,1,0.75,3,0,0,18/11/11,9/12/11,J08/09,14/12/08,NA,1069,NA,#REF!,NA,NA,2,15/02/10,1/11/12,dead,1418
2011,J11/12,goh,SDB/1,1,29,103,5,3,2,0.6,0,3,1,4/11/11,23/11/11,J08/09,14/12/08,NA,1087,NA,38,28/10/10,372,2,15/09/11,24/12/11,dead,1105
2011,J11/12,goh,SDB/1B,2,29,103,5,5,0,1,4,1,1,24/12/11,NA,J08/09,14/12/08,NA,1105,NA,88,28/10/10,422,2,15/09/11,24/12/11,dead,1105
2011,J11/12,goh,SDB/2,1,30,129,4,3,1,0.75,1,2,0,2/10/11,20/10/11,J08/09,13/12/08,10/12/08,1023,1026,0,28/10/10,339,0,15/02/09,2/10/11,dead,1023
2011,J11/12,goh,B1/23,1,31,152,5,4,1,0.8,1,3,2,6/11/11,26/11/11,J08/09,14/12/08,16/01/10,1090,659,40,25/11/09,711,2,15/09/11,6/11/11,dead,1057
2011,J11/12,goh,LWV1,1,52,165,4,3,1,0.75,1,2,0,11/11/11,2/12/11,J08/09,16/12/08,6/01/09,1096,1039,45,11/11/11,0,0,15/09/09,11/11/11,dead,1060
2011,J11/12,goh,WV2,1,32,166,4,2,2,0.5,1,1,0,12/10/11,30/10/11,J08/09,19/12/08,19/02/08,1063,1331,15,26/11/09,685,2,15/02/13,12/12/12,dead,1519
2011,J11/12,goh,WR4,2,32,166,4,3,1,0.75,1,2,0,7/12/11,25/12/11,J08/09,19/12/08,19/02/08,1119,1387,71,26/11/09,741,2,15/02/13,12/12/12,dead,1519
2011,J11/12,goh,SBB/5B,1,53,153,4,4,0,1,1,3,1,NA,24/12/11,J08/09,22/12/08,26/12/07,1118,NA,NA,NA,NA,1,15/09/12,11/11/12,dead,1420
2011,J11/12,goh,B1/3,1,35,167,4,4,0,1,1,3,0,8/10/11,27/10/11,J08/09,23/12/08,10/12/10,1060,302,11,11/11/09,696,0,15/09/11,5/12/11,dead,1077
2011,J11/12,goh,B1/2,2,35,167,4,3,1,0.75,3,0,0,5/12/11,23/12/11,J08/09,23/12/08,10/12/10,1117,360,69,11/11/09,754,0,15/09/11,5/12/11,dead,1077
2011,J11/12,goh,WR1,1,39,103,4,4,0,1,0,4,2,13/11/11,30/11/11,J08/09,4/02/09,NA,1032,NA,47,7/12/09,706,4,15/09/11,20/12/12,dead,1415
2011,J11/12,goh,B4/4,1,44,156,4,2,2,0.5,0,2,0,30/09/11,18/10/11,J08/09,9/02/09,1/12/06,989,1764,3,15/11/07,1415,2,15/09/13,15/09/13,dead,1679
2011,J11/12,goh,B4/3,2,44,156,5,4,1,0.8,4,0,0,1/12/11,19/12/11,J08/09,9/02/09,1/12/06,1051,1826,65,15/11/07,1477,2,15/09/13,15/09/13,dead,1679
2011,J11/12,goh,FB/4,1,46,168,4,4,0,1,1,3,1,12/11/11,30/11/11,J09/10,19/01/10,5/12/10,698,342,#REF!,11/11/10,366,2,15/09/13,8/10/13,dead,1358
2011,J11/12,goh,B6/3,1,48,169,4,4,0,1,0,4,0,8/11/11,26/11/11,J09/10,26/12/09,4/01/10,725,673,42,11/11/10,362,0,15/09/12,30/10/12,dead,1039
2011,J11/12,goh,B6/4,2,48,169,2,1,1,0.5,1,0,0,29/12/11,15/01/12,J09/10,26/12/09,4/01/10,775,724,93,11/11/10,413,0,15/09/12,30/10/12,dead,1039
2011,J11/12,goh,B1/10,1,51,160,4,4,0,1,2,2,0,5/11/11,22/11/11,J09/10,9/01/10,2/02/09,690,1006,#REF!,8/11/10,362,0,15/09/11,23/12/11,dead,713
2011,J11/12,goh,B1/9,2,51,160,3,3,0,1,3,0,0,23/12/11,8/01/12,J09/10,9/01/10,2/02/09,737,1054,87,8/11/10,410,0,15/09/11,23/12/11,dead,713
2011,J11/12,goh,AB/2,1,54,157,4,4,0,1,1,3,0,23/11/11,11/12/11,J10/11,15/12/10,17/12/08,375,1071,57,23/11/11,0,1,15/02/13,16/12/12,dead,793
2011,J11/12,goh,B22/18,1,55,170,4,4,0,1,4,0,0,10/12/11,28/12/11,J10/11,27/01/11,18/12/10,361,357,74,10/12/11,0,0,15/02/11,10/12/11,dead,317
2011,J11/12,goh,B22/7,1,56,123,2,1,1,0.5,0,1,0,4/12/11,22/12/11,J10/11,5/02/11,1/12/04,324,2559,68,4/12/11,0,0,15/09/15,8/12/15,dead,1767
2012,J12/13,smithC,B2/13,1,41,171,4,0,4,0,0,0,0,15/11/12,NA,J09/10,NA,18/11/11,NA,363,23,31/10/10,746,1,15/09/11,15/11/12,dead,NA
2012,J12/13,smithC,B22/27,1,1,172,5,4,1,0.8,0,3,0,6/11/12,25/11/12,J05/06,1/12/05,18/11/11,2551,354,14,26/10/07,1838,2,15/02/15,10/12/15,dead,3661
2012,J12/13,smithC,B22/28,2,1,172,4,3,1,0.75,3,0,0,29/12/12,15/01/13,J05/06,1/12/05,18/11/11,2602,407,67,26/10/07,1891,2,15/02/15,10/12/15,dead,3661
2012,J12/13,smithC,SV/2,1,6,173,4,4,0,1,2,2,0,9/11/12,28/11/12,J05/06,1/12/05,2/01/12,2554,312,17,22/10/07,1845,1,15/02/13,5/01/13,dead,2633
2012,J12/13,smithC,SV/1,2,6,173,3,3,0,1,3,0,0,5/01/13,20/01/13,J05/06,1/12/05,2/01/12,2607,369,74,22/10/07,1902,1,15/02/13,5/01/13,dead,2633
2012,J12/13,smithC,B5/1,1,20,174,4,4,0,1,2,2,0,6/11/12,23/11/12,J07/08,14/12/07,1/11/03,1819,3293,14,3/12/08,1434,3,15/02/17,28/11/16,dead,3351
2012,J12/13,smithC,B5/4,2,20,175,4,4,0,1,4,0,0,28/12/12,14/01/13,J07/08,14/12/07,2/01/12,1871,361,66,3/12/08,1486,3,15/02/17,28/11/16,dead,3351
2012,J12/13,smithC,B22/13B,1,21,162,2,2,0,1,0,2,0,4/11/12,20/11/12,J07/08,14/12/07,9/12/10,1816,696,12,23/11/08,1442,0,15/09/13,22/10/13,dead,2139
2012,J12/13,smithC,CH2,1,22,125,4,4,0,1,0,4,0,28/10/12,17/11/12,J07/08,20/12/07,1/12/06,1813,2158,5,18/11/08,1440,0,15/02/16,31/01/16,dead,2979
2012,J12/13,smithC,B22/20,1,23,176,5,5,0,1,0,5,1,23/11/12,12/12/12,J07/08,17/12/07,25/12/11,1803,334,31,NA,NA,1,15/02/09,22/10/13,dead,2136
2012,J12/13,smithC,WV3,1,24,177,4,4,0,1,1,3,0,1/11/12,20/11/12,J07/08,19/12/07,1/12/04,1816,2892,9,27/11/08,1435,0,15/02/16,29/01/16,dead,2980
2012,J12/13,smithC,WV4,2?,24,103,2,0,2,0,0,0,0,18/12/12,NA,J07/08,19/12/07,NA,1826,NA,56,18/12/12,0,0,15/02/16,29/01/16,dead,2980
2012,J12/13,smithC,WV4,2,24,0,4,0,4,0,0,0,0,26/12/12,NA,J07/08,19/12/07,12/01/12,1834,349,64,27/11/08,1490,0,15/02/16,29/01/16,dead,2980
2012,J12/13,smithC,B2/11,1,26,0,5,4,1,0.8,0,4,0,8/11/12,27/11/12,J07/08,30/12/07,23/12/07,1823,1782,16,18/11/08,1451,0,15/09/12,8/11/12,dead,1775
2012,J12/13,smithC,B1/26,1,28,103,4,3,1,0.75,0,3,1,1/11/12,19/11/12,J08/09,14/12/08,NA,1418,NA,9,NA,NA,2,15/02/10,1/11/12,dead,1418
2012,J12/13,smithC,Sd/1B,1,57,103,5,5,0,1,1,4,0,29/10/12,16/11/12,J08/09,18/12/08,NA,1446,NA,6,29/10/12,0,0,15/09/09,29/10/12,dead,1411
2012,J12/13,smithC,WV2,1,32,0,4,3,1,0.75,0,3,0,27/10/12,13/11/12,J08/09,19/12/08,21/01/12,1443,280,4,5/12/09,1057,2,15/02/13,12/12/12,dead,1519
2012,J12/13,smithC,WR5,2,32,0,4,2,2,0.5,0,2,0,12/12/12,29/12/12,J08/09,19/12/08,5/12/10,1489,738,50,5/12/09,1103,2,15/02/13,12/12/12,dead,1519
2012,J12/13,smithC,LaV/5a,1,53,153,4,0,4,0,0,0,0,11/11/12,NA,J08/09,22/12/08,26/12/07,1420,1782,19,11/11/12,0,1,15/09/12,11/11/12,dead,1420
2012,J12/13,smithC,WR1,1,39,0,5,5,0,1,2,3,0,30/10/12,16/11/12,J08/09,4/02/09,16/12/11,1384,319,7,7/12/09,1058,4,15/09/11,20/12/12,dead,1415
2012,J12/13,smithC,WR2,2,39,0,4,3,1,0.75,3,0,0,20/12/12,6/01/13,J08/09,4/02/09,16/12/11,1435,370,58,7/12/09,1109,4,15/09/11,20/12/12,dead,1415
2012,J12/13,smithC,B4/4,1,44,0,4,3,1,0.75,0,3,1,1/11/12,20/11/12,J08/09,9/02/09,1/12/06,1388,2162,9,15/11/07,1813,2,15/09/13,15/09/13,dead,1679
2012,J12/13,smithC,B4/3,2,44,0,4,4,0,1,4,0,1,26/12/12,12/01/13,J08/09,9/02/09,1/12/06,1441,2217,64,26/12/12,0,2,15/09/13,15/09/13,dead,1679
2012,J12/13,smithC,FB/4,1,46,168,4,2,2,0.5,0,2,0,1/11/12,19/11/12,J09/10,19/01/10,5/12/10,1053,697,9,11/11/10,721,2,15/09/13,8/10/13,dead,1358
2012,J12/13,smithC,FB/3,2,46,168,4,4,0,1,4,0,0,21/12/12,7/01/13,J09/10,19/01/10,5/12/10,1102,747,59,11/11/10,771,2,15/09/13,8/10/13,dead,1358
2012,J12/13,smithC,B6/3,1,48,0,5,3,2,0.6,NA,3,0,30/10/12,18/11/12,J09/10,26/12/09,16/12/11,1083,319,7,11/11/10,719,0,15/09/12,30/10/12,dead,1039
2012,J12/13,smithC,ab/6,1,54,157,4,3,1,0.75,0,3,1,29/10/12,16/11/12,J10/11,15/12/10,17/12/08,716,1412,6,23/11/11,341,1,15/02/13,16/12/12,dead,793
2012,J12/13,smithC,ab/2,2,54,157,4,3,1,0.75,0,3,1,16/12/12,2/01/13,J10/11,15/12/10,17/12/08,763,1460,54,23/11/11,389,1,15/02/13,16/12/12,dead,793
2012,J12/13,smithC,B22/33,1,56,0,4,4,0,1,4,0,0,4/11/12,22/11/12,J10/11,5/02/11,5/12/10,660,700,12,4/12/11,336,0,15/09/15,8/12/15,dead,1767
2012,J12/13,smithC,B21/12,1,58,164,4,4,0,1,0,4,1,9/11/12,26/11/12,J11/12,23/12/11,8/01/10,361,1036,17,9/11/12,0,3,15/09/13,14/12/14,dead,1087
2012,J12/13,smithC,B21/11,2,58,164,3,2,1,0.666666667,2,0,1,4/01/13,20/01/13,J11/12,23/12/11,8/01/10,416,1092,73,9/11/12,56,3,15/09/13,14/12/14,dead,1087
2012,J12/13,smithC,SD/3,1,59,0,4,4,0,1,4,0,0,4/12/12,22/12/12,J11/12,16/12/11,NA,387,NA,42,4/12/12,0,0,15/02/13,4/12/12,dead,427
2012,J12/13,smithC,B3/11,1,60,0,4,3,1,0.75,3,0,0,3/12/12,21/12/12,J11/12,19/12/11,25/12/11,386,344,41,3/12/12,0,0,15/02/12,4/11/17,dead,2147
2012,J12/13,smithC,SC/5,2,60,0,3,1,2,0.333333333,1,0,0,6/01/13,22/01/13,J11/12,19/12/11,28/12/11,418,375,75,3/12/12,34,0,15/02/12,4/11/17,dead,2147
2012,J12/13,smithC,B3/8,1,61,0,3,3,0,1,0,3,0,1/12/12,20/12/12,J11/12,20/12/11,5/01/10,385,1061,39,1/12/12,0,0,15/09/12,1/12/12,dead,347
2012,J12/13,smithC,WV8,1,62,0,3,2,1,0.666666667,2,0,0,26/12/12,11/01/13,J11/12,20/12/11,28/12/11,407,364,64,26/12/12,0,5,15/09/18,4/01/17,dead,2461
2012,J12/13,smithC,B1/3,1,63,0,3,0,3,0,0,0,0,30/10/12,NA,J11/12,31/12/11,30/01/08,304,1735,7,30/10/12,0,1,15/02/15,13/11/14,dead,1142
2012,J12/13,smithC,B1/3,R1,63,0,4,0,4,0,0,0,0,17/11/12,NA,J11/12,31/12/11,30/01/08,322,1753,25,30/10/12,18,1,15/02/15,13/11/14,dead,1142
2012,J12/13,smithC,B1/2,R2,63,0,3,3,0,1,3,0,0,19/12/12,4/01/13,J11/12,31/12/11,30/01/08,400,1785,57,30/10/12,50,1,15/02/15,13/11/14,dead,1142
2012,J12/13,smithC,B21/13,1,64,0,4,3,1,0.75,3,0,0,27/11/12,14/12/12,J11/12,20/12/11,6/12/10,379,722,35,27/11/12,0,0,15/09/12,27/11/12,dead,343
2012,J12/13,smithC,B22/17,1,65,0,4,4,0,1,1,3,0,4/12/12,20/12/12,J11/12,2/01/12,11/12/08,354,1454,42,4/12/12,0,0,15/02/13,28/10/13,dead,665
2012,J12/13,smithC,WV6,1,66,163,4,2,2,0.5,0,2,0,7/11/12,25/11/12,J11/12,25/12/11,17/01/10,360,1025,15,7/11/12,0,0,15/09/13,26/10/13,dead,671
