year,cohort,collector,nest,clutch,female.code,male.code,eggs,hatched,unhatched,hatching.success,dead.chicks,fledged,annual.recruits,laying.date,hatch.date,female.cohort,female.dob,male.dob,female.age,male.age,rel.laying.date,first.female.lay.date,female.reprod.age,lifetime.recruits,last.date.seen,last.date.bred,dead.or.alive,female.lifespan
2012,J12/13,smithC,WV7,1,66,0,4,4,0,1,4,0,0,24/11/12,11/12/12,J11/12,25/12/11,28/12/11,376,332,32,24/11/12,0,0,15/09/13,26/10/13,dead,671
2013,J13/14,smithC,B22/27,1,1,172,5,2,3,0.4,1,1,0,20/10/13,7/11/13,J05/06,1/12/05,18/11/11,2898,702,35,26/10/07,2186,2,15/02/15,10/12/15,dead,3661
2013,J13/14,smithC,B22/28,2,1,172,5,0,5,0,NA,0,0,6/12/13,NA,J05/06,1/12/05,18/11/11,2927,749,82,26/10/07,2233,2,15/02/15,10/12/15,dead,3661
2013,J13/14,smithC,B22/27,R2,1,172,3,2,1,0.666666667,2,0,0,6/01/14,23/01/14,J05/06,1/12/05,18/11/11,2975,780,113,26/10/07,2264,2,15/02/15,10/12/15,dead,3661
2013,J13/14,smithC,DB/3,1,20,0,3,2,1,0.666666667,NA,2,0,26/09/13,13/10/13,J07/08,14/12/07,25/12/11,2143,641,11,3/12/08,1758,3,15/02/17,28/11/16,dead,3351
2013,J13/14,smithC,DB/4,2,20,0,4,4,0,1,4,0,0,20/11/13,7/12/13,J07/08,14/12/07,25/12/11,2198,696,66,3/12/08,1813,3,15/02/17,28/11/16,dead,3351
2013,J13/14,smithC,DB/3,R2,20,0,3,2,1,0.666666667,2,0,0,5/01/14,22/01/14,J07/08,14/12/07,25/12/11,2244,742,112,3/12/08,1859,3,15/02/17,28/11/16,dead,3351
2013,J13/14,smithC,B22/13a,1,21,0,3,2,1,0.666666667,NA,2,0,22/10/13,9/11/13,J07/08,14/12/07,9/12/10,2139,1048,37,NA,NA,0,15/09/13,22/10/13,dead,2139
2013,J13/14,smithC,CH2,1,22,0,5,5,0,1,1,4,0,21/10/13,8/11/13,J07/08,20/12/07,16/12/12,2169,309,36,18/11/08,1798,0,15/02/16,31/01/16,dead,2979
2013,J13/14,smithC,CH2,2,22,0,4,3,1,0.75,1,2,0,20/12/13,8/01/14,J07/08,20/12/07,16/12/12,2230,369,96,18/11/08,1858,0,15/02/16,31/01/16,dead,2979
2013,J13/14,smithC,B22/19,1,23,176,5,4,1,0.8,4,0,0,22/10/13,9/11/13,J07/08,17/12/07,25/12/11,2136,667,37,NA,NA,1,15/02/09,22/10/13,dead,2136
2013,J13/14,smithC,WV3,1,24,103,5,5,0,1,3,2,0,17/10/13,5/11/13,J07/08,19/12/07,NA,2166,NA,32,27/11/08,1785,0,15/02/16,29/01/16,dead,2980
2013,J13/14,smithC,(Kakarikibox)K32,2,24,103,4,2,2,0.5,2,0,0,18/12/13,5/01/14,J07/08,19/12/07,NA,2227,NA,94,27/11/08,1847,0,15/02/16,29/01/16,dead,2980
2013,J13/14,smithC,B4/4,1,44,156,4,3,1,0.75,1,2,0,15/09/13,30/09/13,J08/09,9/02/09,1/12/06,1702,2480,0,15/11/07,2131,2,15/09/13,15/09/13,dead,1679
2013,J13/14,smithC,FB/4,1,46,168,4,4,0,1,NA,4,1,8/10/13,26/10/13,J09/10,19/01/10,5/12/10,1394,1038,23,11/11/10,1062,2,15/09/13,8/10/13,dead,1358
2013,J13/14,smithC,B22/25,1,56,0,5,5,0,1,5,0,0,11/10/13,29/10/13,J10/11,5/02/11,11/12/08,1001,1765,26,15/11/11,696,0,15/09/15,8/12/15,dead,1767
2013,J13/14,smithC,B22/29a,1,56,0,4,3,1,0.75,3,0,0,13/10/13,1/11/13,J10/11,5/02/11,1/12/06,1004,2508,28,15/11/11,698,0,15/09/15,8/12/15,dead,1767
2013,J13/14,smithC,B22/29,R1,56,0,4,3,1,0.75,3,0,0,25/11/13,11/12/13,J10/11,5/02/11,1/12/06,1044,2551,71,15/11/11,741,0,15/09/15,8/12/15,dead,1767
2013,J13/14,smithC,B22/23,R2,56,147,2,2,0,1,2,0,0,26/12/13,12/01/14,J10/11,5/02/11,24/12/09,1076,1463,102,15/11/11,772,0,15/09/15,8/12/15,dead,1767
2013,J13/14,smithC,SDB/1b,1,58,0,4,3,1,0.75,NA,3,2,5/10/13,23/10/13,J11/12,23/12/11,21/01/12,692,623,20,5/10/13,0,3,15/09/13,14/12/14,dead,1087
2013,J13/14,smithC,SDB/1b,2,58,0,4,4,0,1,NA,4,2,27/11/13,15/12/13,J11/12,23/12/11,21/01/12,745,676,73,5/10/13,53,3,15/09/13,14/12/14,dead,1087
2013,J13/14,smithC,SC/5,1,60,0,5,4,1,0.8,1,3,0,25/10/13,12/11/13,J11/12,19/12/11,17/12/11,676,678,40,3/12/12,326,0,15/02/12,4/11/17,dead,2147
2013,J13/14,smithC,SC/5,2,60,0,3,2,1,0.666666667,2,0,0,20/01/14,5/02/14,J11/12,19/12/11,17/12/11,763,765,127,3/12/12,413,0,15/02/12,4/11/17,dead,2147
2013,J13/14,smithC,WV8,1,62,0,4,4,0,1,NA,4,2,18/10/13,5/11/13,J11/12,20/12/11,12/01/12,705,645,33,18/10/13,0,5,15/09/18,4/01/17,dead,2461
2013,J13/14,smithC,FB/2,1,63,150,5,5,0,1,2,3,0,20/10/13,8/11/13,J11/12,31/12/11,14/01/10,708,1375,35,30/10/12,355,1,15/02/15,13/11/14,dead,1142
2013,J13/14,smithC,FB/2,2,63,150,4,3,1,0.75,3,0,0,7/01/14,25/01/14,J11/12,31/12/11,14/01/10,786,1454,114,30/10/12,434,1,15/02/15,13/11/14,dead,1142
2013,J13/14,smithC,B21/14,1,65,0,4,4,0,1,NA,4,0,28/10/13,16/11/13,J11/12,2/01/12,25/12/11,685,673,43,28/10/13,0,0,15/02/13,28/10/13,dead,665
2013,J13/14,smithC,WV6,1,66,103,4,4,0,1,1,3,0,26/10/13,13/11/13,J11/12,25/12/11,NA,713,NA,41,7/11/12,353,0,15/09/13,26/10/13,dead,671
2013,J13/14,smithC,DB/2,1,67,103,4,3,1,0.75,1,2,0,24/10/13,11/11/13,J12/13,16/12/12,NA,330,NA,39,24/10/13,0,0,15/02/13,13/01/14,dead,393
2013,J13/14,smithC,DB/2,2,67,103,3,2,1,0.666666667,2,0,0,13/01/14,31/01/14,J12/13,16/12/12,NA,411,NA,120,24/10/13,81,0,15/02/13,13/01/14,dead,393
2013,J13/14,smithC,B3/6,1,68,0,5,4,1,0.8,4,0,0,26/10/13,13/11/13,NA,13/12/12,7/12/10,335,1054,41,26/10/13,0,0,15/09/13,6/01/15,dead,754
2013,J13/14,smithC,B3/6,R1,68,103,4,4,0,1,4,0,0,10/12/13,27/12/13,NA,13/12/12,NA,379,NA,86,26/10/13,45,0,15/09/13,6/01/15,dead,754
2013,J13/14,smithC,LHV1,1,69,0,4,3,1,0.75,NA,3,0,27/10/13,14/11/13,J12/13,17/12/12,16/12/12,314,315,42,27/10/13,0,0,15/09/16,2/10/16,dead,1385
2013,J13/14,smithC,B1/13b,1,70,167,4,4,0,1,2,2,0,25/10/13,11/11/13,J12/13,25/12/12,10/12/10,304,1050,40,25/10/13,0,0,15/09/18,29/09/18,dead,2104
2013,J13/14,smithC,B1/13d,2,70,167,3,0,3,0,NA,0,0,27/12/13,NA,NA,25/12/12,10/12/10,367,1113,103,25/10/13,63,0,15/09/18,29/09/18,dead,2104
2013,J13/14,smithC,B5/1,1,71,0,4,3,1,0.75,3,0,0,30/10/13,18/11/13,J12/13,30/12/12,16/12/11,304,684,45,NA,NA,0,15/09/17,31/10/17,dead,1766
2013,J13/14,smithC,B4/1,1,71,0,4,4,0,1,4,0,0,12/12/13,29/12/13,NA,30/12/12,15/11/03,364,3680,88,12/12/13,0,0,15/09/17,31/10/17,dead,1766
2013,J13/14,smithC,B4/4,R1,71,103,3,3,0,1,2,1,0,18/01/14,3/02/14,J12/13,30/12/12,NA,384,NA,125,12/12/13,37,0,15/09/17,31/10/17,dead,1766
2013,J13/14,smithC,B3/11,1,72,0,4,4,0,1,1,3,0,26/10/13,13/11/13,J12/13,9/01/13,25/12/11,290,671,41,26/10/13,0,0,15/02/18,23/10/18,dead,2113
2013,J13/14,smithC,B3/5,2,72,0,3,2,1,0.666666667,2,0,0,26/12/13,NA,NA,13/12/12,25/12/11,378,732,102,26/10/13,61,0,15/02/18,23/10/18,dead,2140
2013,J13/14,smithC,SV/1,1,73,173,4,3,1,0.75,1,2,0,27/10/13,13/11/13,J12/13,17/01/13,2/01/12,300,664,42,27/10/13,0,0,15/09/18,17/10/18,dead,2099
2013,J13/14,smithC,SV/2,2,73,173,4,3,1,0.75,3,0,0,21/12/13,7/01/14,J12/13,17/01/13,2/01/12,355,719,97,27/10/13,55,0,15/09/18,17/10/18,dead,2099
2013,J13/14,smithC,B2/9,1,74,103,4,4,0,1,4,0,0,4/11/13,23/11/13,NA,19/01/13,NA,308,NA,50,4/11/13,0,0,15/09/18,18/11/17,dead,2065
2013,J13/14,smithC,B2/9,R1,74,103,4,3,1,0.75,3,0,0,16/12/13,2/01/14,NA,19/01/13,NA,348,NA,92,4/11/13,42,0,15/09/18,18/11/17,dead,2065
2013,J13/14,smithC,B2/15,1,75,0,4,3,1,0.75,3,0,0,12/11/13,1/12/13,J12/13,19/01/13,26/12/11,316,687,58,12/11/13,0,0,15/02/16,12/12/14,dead,1122
2013,J13/14,smithC,B2/16,R1,75,0,4,3,1,0.75,3,0,0,22/12/13,10/01/14,J12/13,19/01/13,26/12/11,356,727,98,12/11/13,40,0,15/02/16,12/12/14,dead,1122
2014,J14/15,smithD,B22/27,1,1,172,2,2,0,1,NA,2,1,10/11/14,1/12/14,J05/06,1/12/05,18/11/11,3287,1088,19,10/11/14,0,2,15/02/15,10/12/15,dead,3661
2014,J14/15,smithD,B22/28,2,1,172,1,0,1,0,NA,0,1,11/01/15,NA,J05/06,1/12/05,18/11/11,3328,1150,81,10/11/14,62,2,15/02/15,10/12/15,dead,3661
2014,J14/15,smithD,DB/4,1,20,0,1,0,1,0,NA,0,0,17/11/14,NA,J07/08,14/12/07,25/12/11,2530,1058,26,17/11/14,0,3,15/02/17,28/11/16,dead,3351
2014,J14/15,smithD,DB/3,R1,20,0,4,1,3,0.25,NA,0,0,8/12/14,28/12/14,J07/08,14/12/07,25/12/11,2584,1079,47,17/11/14,21,3,15/02/17,28/11/16,dead,3351
2014,J14/15,smithD,CH2,1,22,0,4,4,0,1,NA,0,0,20/11/14,7/12/14,J07/08,20/12/07,9/01/13,2563,680,29,20/11/14,0,0,15/02/16,31/01/16,dead,2979
2014,J14/15,smithD,CH1,R1,22,0,4,3,1,0.75,NA,2,0,1/01/15,18/01/15,J07/08,20/12/07,9/01/13,2605,722,71,20/11/14,42,0,15/02/16,31/01/16,dead,2979
2014,J14/15,smithD,WV3,1,24,0,3,2,1,0.666666667,NA,2,0,30/10/14,19/11/14,J07/08,19/12/07,10/11/13,2545,354,8,30/10/14,0,0,15/02/16,29/01/16,dead,2980
2014,J14/15,smithD,WV3b,2,24,0,4,3,1,0.75,NA,0,0,21/12/14,7/01/15,J07/08,19/12/07,10/11/13,2594,406,60,30/10/14,52,0,15/02/16,29/01/16,dead,2980
2014,J14/15,smithD,LWV1,1,42,0,4,2,2,0.5,NA,0,0,27/11/14,16/12/14,J08/09,16/12/08,24/12/11,2172,1069,36,27/11/14,0,0,15/09/11,27/11/14,dead,2172
2014,J14/15,smithD,B22/7,1,56,0,4,3,1,0.75,NA,3,0,10/11/14,28/11/14,J10/11,5/02/11,3/12/10,1396,1438,19,10/11/14,0,0,15/09/15,8/12/15,dead,1767
2014,J14/15,smithD,SD/1B,1,58,0,4,3,1,0.75,NA,0,0,14/12/14,1/01/15,J11/12,23/12/11,21/01/12,1127,1058,53,14/12/14,0,3,15/09/13,14/12/14,dead,1087
2014,J14/15,smithD,WV8,1,62,0,3,3,0,1,NA,3,0,29/10/14,15/11/14,J11/12,20/12/11,12/01/12,1080,1021,7,29/10/14,0,5,15/09/18,4/01/17,dead,2461
2014,J14/15,smithD,WV7,2,62,0,3,1,2,0.333333333,NA,0,0,22/12/14,8/01/15,J11/12,20/12/11,12/01/12,1134,1075,61,29/10/14,54,5,15/09/18,4/01/17,dead,2461
2014,J14/15,smithD,FB/2,1,63,150,4,4,0,1,NA,4,1,13/11/14,2/12/14,J11/12,31/12/11,14/01/10,1097,1764,22,13/11/14,0,1,15/02/15,13/11/14,dead,1142
2014,J14/15,smithD,B3/6,1,68,0,4,2,2,0.5,NA,0,0,9/12/14,27/12/14,J12/13,13/12/12,7/12/10,744,1463,48,9/12/14,0,0,15/09/13,6/01/15,dead,754
2014,J14/15,smithD,B3/7,R1,68,0,3,2,1,0.666666667,NA,0,0,6/01/15,22/01/15,J12/13,13/12/12,7/12/10,770,1491,76,9/12/14,28,0,15/09/13,6/01/15,dead,754
2014,J14/15,smithD,LHV4,1,69,0,4,4,0,1,NA,4,0,8/12/14,26/12/14,J12/13,17/12/12,12/12/13,721,361,47,8/12/14,0,0,15/09/16,2/10/16,dead,1385
2014,J14/15,smithD,B22/25,1,70,0,4,4,0,1,NA,3,0,6/12/14,23/12/14,J12/13,25/12/12,25/12/12,711,711,45,NA,NA,0,15/09/18,29/09/18,dead,2104
2014,J14/15,smithD,B4/4,1,71,156,3,2,1,0.666666667,NA,2,0,2/11/14,21/11/14,J12/13,30/12/12,1/12/06,672,2893,11,2/11/14,0,0,15/09/17,31/10/17,dead,1766
2014,J14/15,smithD,B4/3,2,71,156,3,3,0,1,NA,0,0,25/12/14,10/01/15,J12/13,30/12/12,1/12/06,725,2946,64,NA,NA,0,15/09/17,31/10/17,dead,1766
2014,J14/15,smithD,B3/11,R1,72,0,3,3,0,1,NA,0,0,7/01/15,23/01/15,J12/13,9/01/13,25/12/11,744,1109,77,7/01/15,0,0,15/02/18,23/10/18,dead,2113
2014,J14/15,smithD,SV/3,1,73,0,5,2,3,0.4,NA,2,0,4/12/14,23/12/14,J12/13,17/01/13,25/12/12,705,709,43,4/12/14,0,0,15/09/18,17/10/18,dead,2099
2014,J14/15,smithD,SC/4,1 (or perhaps R1),74,103,4,4,0,1,NA,0,0,11/12/14,28/12/14,J12/13,19/01/13,NA,708,NA,50,11/12/14,0,0,15/09/18,18/11/17,dead,2065
2014,J14/15,smithD,B2/11,1,75,0,4,2,2,0.5,NA,0,0,12/12/14,30/12/14,J12/13,19/01/13,11/12/13,692,366,51,NA,NA,0,15/02/16,12/12/14,dead,1122
2014,J14/15,smithD,B2/15,R1,75,0,3,2,1,0.666666667,NA,0,0,NA,26/01/15,J12/13,19/01/13,26/12/11,737,NA,NA,NA,NA,0,15/02/16,12/12/14,dead,1122
2015,J15/16,mccready,B22/27,1,1,0,2,0,2,0,NA,0,0,24/11/15,NA,J05/06,1/12/05,22/12/14,3645,337,65,10/11/14,379,2,15/02/15,10/12/15,dead,3661
2015,J15/16,mccready,B22/27,R1,1,0,1,0,1,0,NA,0,0,10/12/15,NA,J05/06,1/12/05,22/12/14,3661,353,81,10/11/14,395,2,15/02/15,10/12/15,dead,3661
2015,J15/16,mccready,DB/4,1,20,0,4,4,0,1,NA,4,2,7/11/15,25/11/15,J07/08,14/12/07,25/12/11,2916,1413,48,17/11/14,355,3,15/02/17,28/11/16,dead,3351
2015,J15/16,mccready,DB/3,2,20,0,3,1,2,0.333333333,NA,0,2,16/01/16,1/02/16,J07/08,14/12/07,25/12/11,2984,1483,118,17/11/14,425,3,15/02/17,28/11/16,dead,3351
2015,J15/16,mccready,B2/7,1,22,0,4,4,0,1,NA,3,0,12/11/15,30/11/15,J07/08,20/12/07,15/12/13,2921,697,53,20/11/14,357,0,15/02/16,31/01/16,dead,2979
2015,J15/16,mccready,CH1,2,22,0,3,3,0,1,NA,0,0,31/01/16,16/02/16,J07/08,20/12/07,24/12/11,2999,1499,133,20/11/14,437,0,15/02/16,31/01/16,dead,2979
2015,J15/16,mccready,WV3b,1,24,0,4,3,1,0.75,NA,3,0,4/11/15,22/11/15,J07/08,19/12/07,26/12/14,2913,313,45,4/11/15,0,0,15/02/16,29/01/16,dead,2980
2015,J15/16,mccready,WV4,2,24,0,4,1,3,0.25,NA,0,0,29/12/15,18/01/16,J07/08,19/12/07,26/12/14,2970,368,100,4/11/15,55,0,15/02/16,29/01/16,dead,2980
2015,J15/16,mccready,WV1,R1,24,0,4,3,1,0.75,NA,0,0,29/01/16,16/02/16,J07/08,19/12/07,21/01/12,2999,1469,131,4/11/15,86,0,15/02/16,29/01/16,dead,2980
2015,J15/16,mccready,FB/3,1,76,168,4,3,1,0.75,NA,3,0,4/11/15,22/11/15,J09/10,31/12/09,5/12/10,356,1795,45,4/11/15,0,0,15/02/10,4/11/15,dead,2134
2015,J15/16,mccready,B22/36,1,56,0,4,0,4,0,NA,0,0,7/11/15,NA,J10/11,5/02/11,3/12/10,1736,1800,48,7/11/15,0,0,15/09/15,8/12/15,dead,1767
2015,J15/16,mccready,B22/7,R1,56,0,4,4,0,1,NA,0,0,8/12/15,25/12/15,J10/11,5/02/11,3/12/10,1788,1831,79,7/11/15,31,0,15/09/15,8/12/15,dead,1767
2015,J15/16,mccready,WV8,1,62,0,4,4,0,1,NA,4,3,20/10/15,7/11/15,J11/12,20/12/11,12/01/12,1437,1377,30,20/10/15,0,5,15/09/18,4/01/17,dead,2461
2015,J15/16,mccready,WV7,2,62,0,4,4,0,1,NA,0,3,14/12/15,31/12/15,J11/12,20/12/11,12/01/12,1491,1432,85,20/10/15,55,5,15/09/18,4/01/17,dead,2461
2015,J15/16,mccready,WV7,R1,62,0,4,3,1,0.75,NA,0,3,12/01/16,29/01/16,J11/12,20/12/11,12/01/12,1520,1461,114,20/10/15,84,5,15/09/18,4/01/17,dead,2461
2015,J15/16,mccready,B22/17,1,70,0,2,0,2,0,NA,0,0,24/09/15,NA,J12/13,25/12/12,25/12/12,1003,1003,4,NA,NA,0,15/09/18,29/09/18,dead,2104
2015,J15/16,mccready,B22/25,R1,70,0,5,2,3,0.4,NA,2,0,1/11/15,20/11/15,J12/13,25/12/12,25/12/12,1041,1041,42,NA,NA,0,15/09/18,29/09/18,dead,2104
2015,J15/16,mccready,B4/4,1,71,156,4,2,2,0.5,NA,2,0,28/10/15,15/11/15,J12/13,30/12/12,1/12/06,1032,3253,38,28/10/15,0,0,15/09/17,31/10/17,dead,1766
2015,J15/16,mccready,B4/3,2,71,156,4,4,0,1,NA,0,0,22/12/15,8/01/16,NA,30/12/12,1/12/06,1104,3308,93,28/10/15,55,0,15/09/17,31/10/17,dead,1766
2015,J15/16,mccready,B4/4,R1,71,156,3,3,0,1,NA,NA,0,30/01/16,16/02/16,NA,30/12/12,1/12/06,1143,3347,132,28/10/15,94,0,15/09/17,31/10/17,dead,1766
2015,J15/16,mccready,B3/11,1,72,0,5,5,0,1,NA,5,0,6/11/15,25/11/15,J12/13,9/01/13,25/12/11,1050,1412,47,7/01/15,303,0,15/02/18,23/10/18,dead,2113
2015,J15/16,mccready,B3/5,2,72,0,4,4,0,1,NA,0,0,31/12/15,19/01/16,J12/13,9/01/13,25/12/11,1105,1467,102,7/01/15,358,0,15/02/18,23/10/18,dead,2113
2015,J15/16,mccready,SV/3,1,73,0,5,2,3,0.4,NA,1,0,4/11/15,22/11/15,J12/13,17/01/13,19/01/14,1039,654,45,4/12/14,335,0,15/09/18,17/10/18,dead,2099
2015,J15/16,mccready,SV/1,2,73,0,4,4,0,1,NA,0,0,10/12/15,28/12/15,J12/13,17/01/13,20/12/14,1075,355,81,4/12/14,371,0,15/09/18,17/10/18,dead,2099
2015,J15/16,mccready,SV/3,R1,73,0,4,2,2,0.5,NA,0,0,21/01/16,7/02/16,J12/13,17/01/13,19/01/14,1116,732,123,4/12/14,413,0,15/09/18,17/10/18,dead,2099
2015,J15/16,mccready,SC/5,1,74,0,4,3,1,0.75,NA,3,0,8/11/15,26/11/15,J12/13,19/01/13,17/12/11,1041,1422,49,11/12/14,332,0,15/09/18,18/11/17,dead,2065
2015,J15/16,mccready,SC/4,2,74,0,2,2,0,1,NA,0,0,5/01/16,22/01/16,J12/13,19/01/13,17/12/11,1098,1480,107,11/12/14,390,0,15/09/18,18/11/17,dead,2065
2015,J15/16,mccready,SC/5,R1,74,0,3,2,1,0.666666667,NA,0,0,5/02/16,21/02/16,J12/13,19/01/13,17/12/11,1128,1511,138,11/12/14,421,0,15/09/18,18/11/17,dead,2065
2015,J15/16,mccready,SD/5,R1,77,0,3,0,3,0,NA,0,0,26/12/15,NA,J14/15,2/01/15,5/12/13,358,751,97,NA,NA,0,15/02/13,26/12/15,dead,358
2016,J16/17,mccready,DB/3,1,20,0,4,2,2,0.5,NA,2,0,28/11/16,15/12/16,J07/08,14/12/07,25/12/11,3302,1800,66,17/11/14,742,3,15/02/17,28/11/16,dead,3351
2016,J16/17,mccready,WV7,1,62,0,4,4,0,1,NA,3,0,5/11/16,22/11/16,J11/12,20/12/11,12/01/12,1818,1759,43,5/11/16,0,5,15/09/18,4/01/17,dead,2461
2016,J16/17,mccready,WV7,2,62,0,4,4,0,1,NA,0,0,4/01/17,20/01/17,J11/12,20/12/11,12/01/12,1877,1819,103,5/11/16,60,5,15/09/18,4/01/17,dead,2461
2016,J16/17,mccready,LHV1,1,69,0,4,0,4,0,NA,0,0,2/10/16,NA,J12/13,17/12/12,caught unbanded,1385,NA,9,2/10/16,0,0,15/09/16,2/10/16,dead,1385
2016,J16/17,mccready,B22/25,1,70,0,3,2,1,0.666666667,NA,0,0,3/10/16,25/10/16,J12/13,25/12/12,25/12/12,1378,1378,10,24/09/15,375,0,15/09/18,29/09/18,dead,2104
2016,J16/17,mccready,B22/26,R1,70,0,5,3,2,0.6,NA,2,0,21/11/16,9/12/16,J12/13,25/12/12,25/12/12,1427,1427,59,24/09/15,424,0,15/09/18,29/09/18,dead,2104
2016,J16/17,mccready,B4/4,1,71,156,4,0,4,0,NA,0,0,25/09/16,NA,NA,30/12/12,1/12/06,1365,3586,2,28/10/15,333,0,15/09/17,31/10/17,dead,1766
2016,J16/17,mccready,B4/4,R1,71,156,4,4,0,1,NA,4,0,10/11/16,29/11/16,NA,30/12/12,1/12/06,1430,3632,48,28/10/15,379,0,15/09/17,31/10/17,dead,1766
2016,J16/17,mccready,B4/4,2,71,156,3,2,1,0.666666667,NA,0,0,14/01/17,31/01/17,NA,30/12/12,1/12/06,1493,3697,113,28/10/15,444,0,15/09/17,31/10/17,dead,1766
2016,J16/17,mccready,B3/5,1,72,0,5,3,2,0.6,NA,3,0,7/11/16,26/11/16,J12/13,9/01/13,25/12/11,1417,1779,45,7/01/15,670,0,15/02/18,23/10/18,dead,2113
2016,J16/17,mccready,B3/11,2,72,0,4,4,0,1,NA,0,0,28/12/16,14/01/17,J12/13,9/01/13,25/12/11,1466,1830,96,7/01/15,721,0,15/02/18,23/10/18,dead,2113
2016,J16/17,mccready,SV/2,1,73,0,5,4,1,0.8,NA,4,0,7/11/16,26/11/16,J12/13,17/01/13,20/12/14,1409,688,45,4/12/14,704,0,15/09/18,17/10/18,dead,2099
2016,J16/17,mccready,SV/1,2,73,0,5,3,2,0.6,NA,0,0,26/12/16,13/01/17,J12/13,17/01/13,20/12/14,1457,737,94,4/12/14,753,0,15/09/18,17/10/18,dead,2099
2016,J16/17,mccready,SV/3,R1,73,0,3,2,1,0.666666667,NA,0,0,29/01/17,14/02/17,J12/13,17/01/13,19/01/14,1489,1106,128,4/12/14,787,0,15/09/18,17/10/18,dead,2099
2016,J16/17,mccready,SC/5,1,74,0,4,4,0,1,NA,4,0,27/11/16,14/12/16,J12/13,19/01/13,17/12/11,1425,1807,65,11/12/14,717,0,15/09/18,18/11/17,dead,2065
2017,J17/18,mccready,WV8,1,60,0,5,4,1,0.8,0,4,0,4/11/17,23/11/17,J11/12,28/12/11,8/02/17,2138,269,43,4/11/17,0,0,15/02/12,4/11/17,dead,2138
2017,J17/18,mccready,B22/25,1,70,0,5,3,2,0.6,0,3,0,2/11/17,20/11/17,J12/13,25/12/12,12/12/15,1791,691,41,2/11/17,0,0,15/09/18,29/09/18,dead,2104
2017,J17/18,mccready,B22/26,2,70,0,4,4,0,1,4,0,0,24/12/17,10/01/18,J12/13,25/12/12,12/12/15,1842,743,93,2/11/17,52,0,15/09/18,29/09/18,dead,2104
2017,J17/18,mccready,B4/3,1,71,0,4,3,1,0.75,0,3,0,31/10/17,18/11/17,J12/13,30/12/12,8/12/13,1784,1423,39,31/10/17,0,0,15/09/17,31/10/17,dead,1766
2017,J17/18,mccready,B3/11,1,72,0,5,5,0,1,0,5,0,10/11/17,29/11/17,J12/13,9/01/13,25/12/11,1785,2147,49,7/01/15,1038,0,15/02/18,23/10/18,dead,2113
2017,J17/18,mccready,SV/2,1,73,0,5,3,2,0.6,1,2,0,8/11/17,27/11/17,J12/13,17/01/13,20/12/14,1775,1054,47,4/12/14,1070,0,15/09/18,17/10/18,dead,2099
2017,J17/18,mccready,SV/1,2,73,0,5,4,1,0.8,4,0,0,25/12/17,12/01/18,J12/13,17/01/13,20/12/14,1821,1101,94,4/12/14,1117,0,15/09/18,17/10/18,dead,2099
2017,J17/18,mccready,SC/5,1,74,0,5,5,0,1,1,4,0,18/11/17,7/12/17,J12/13,19/01/13,22/12/15,1764,697,57,18/11/17,0,0,15/09/18,18/11/17,dead,2065
2018,J18/19,mcready,B22/25,1,70,0,4,3,1,0.75,1,2,0,29/09/18,16/10/18,J12/13,25/12/12,1/02/17,2104,605,9,21/11/13,1773,0,15/09/18,29/09/18,dead,2104
2018,J18/19,mcready,B3/11,1,72,0,3,2,1,0.666666667,0,2,0,23/10/18,10/11/18,J12/13,9/01/13,25/12/11,2113,2494,33,23/11/13,1795,0,15/02/18,23/10/18,dead,2113
2018,J18/19,mcready,SV/2,1,73,0,5,2,3,0.4,0,2,0,17/10/18,5/11/18,J12/13,17/01/13,20/12/14,2099,1397,27,27/11/13,1785,0,15/09/18,17/10/18,dead,2099